url,seendate,title,domain
https://www.insidermonkey.com/blog/is-tesla-inc-tsla-the-best-new-pick-in-brad-gerstners-portfolio-1400373/,20241201T090000Z,"Is Tesla , Inc . ( TSLA ) the Best New Pick in Brad Gerstner Portfolio ? ",insidermonkey.com
https://www.wkrb13.com/2024/12/03/hite-hedge-asset-management-llc-invests-2-21-million-in-tesla-inc-nasdaqtsla.html,20241203T131500Z,"HITE Hedge Asset Management LLC Invests $2 . 21 Million in Tesla , Inc . ( NASDAQ : TSLA ) ",wkrb13.com
https://www.investors.com:443/news/tesla-stock-new-driving-brain-hopes-trump-clears-self-driving-path/,20241202T183000Z,Tesla Stock :  New Brain  Rolled Out Amid 37 % Tear On These Hopes,investors.com
https://www.modernreaders.com/news/2024/12/01/mark-sheptoff-financial-planning-llc-reduces-stake-in-tesla-inc-nasdaqtsla.html,20241201T153000Z,"Mark Sheptoff Financial Planning LLC Reduces Stake in Tesla , Inc . ( NASDAQ : TSLA ) ",modernreaders.com
https://www.insidermonkey.com/blog/tesla-inc-tsla-advancing-full-self-driving-technology-with-ai-driven-fsd-v13-enhancements-1400758/,20241201T144500Z,"Tesla , Inc .   ( TSLA ): Advancing Full Self - Driving Technology with AI - Driven FSD v13 Enhancements",insidermonkey.com
https://www.benzinga.com/analyst-ratings/analyst-color/24/12/42319796/tesla-analyst-lowers-q4-delivery-estimate-says-2-dynamics-will-determine-ev-stocks-valuation,20241204T170000Z,"Tesla Analyst Lowers Q4 Delivery Estimate , Says 2 Dynamics Will Determine EV Stock Valuation - Tesla ( NASDAQ : TSLA ) ",benzinga.com
https://www.wkrb13.com/2024/12/03/hite-hedge-asset-management-llc-purchases-shares-of-8447-tesla-inc-nasdaqtsla.html,20241203T131500Z,"HITE Hedge Asset Management LLC Purchases Shares of 8 , 447 Tesla , Inc . ( NASDAQ : TSLA ) ",wkrb13.com
https://www.investors.com/news/tesla-stock-new-driving-brain-hopes-trump-clears-self-driving-path/,20241202T140000Z,Tesla Stock :  New Brain  Rolled Out Amid 37 % Tear On These Hopes,investors.com
https://www.wkrb13.com/2024/12/01/tradition-wealth-management-llc-boosts-holdings-in-tesla-inc-nasdaqtsla.html,20241201T124500Z,"Tradition Wealth Management LLC Boosts Holdings in Tesla , Inc . ( NASDAQ : TSLA ) ",wkrb13.com
https://www.fool.com/investing/2024/12/01/where-will-tesla-be-in-10-years/?source=iedfolrf0000001,20241201T124500Z,Where Will Tesla Be in 10 Years ? | The Motley Fool,fool.com
https://www.investors.com/news/tesla-stock-china-registrations-strong-quarter/,20241203T144500Z,Tesla Stock : China Registrations Jump But This Weighs On The Stock,investors.com
https://247wallst.com/investing/2024/12/02/teslas-big-ai-driver-could-boost-the-stock-sooner-than-expected/,20241202T183000Z,Tesla Big AI Driver Could Boost the Stock Sooner Than Expected,247wallst.com
https://www.investors.com:443/news/tesla-stock-buy-or-sell-donald-trump-effect-elon-musk/,20241202T183000Z,Is Tesla Stock A Buy As Investors Bet On The Donald Trump Effect ? ,investors.com
https://www.morningstar.com/news/marketwatch/2024120296/teslas-stock-surges-after-self-driving-software-update-new-street-high-target,20241202T200000Z,"Tesla stock surges after self - driving software update , new Street - high target",morningstar.com
https://www.proactiveinvestors.co.uk/companies/news/1061991/tesla-cedes-more-ground-to-byd-in-chinese-market-1061991.html,20241203T131500Z,Tesla cedes more ground to BYD in Chinese market,proactiveinvestors.co.uk
https://www.proactiveinvestors.co.uk/companies/news/1061957/tesla-boss-musk-s-56bn-compensation-denied-again-by-delaware-judge-1061957.html,20241203T131500Z,Tesla boss Musk $56bn compensation denied again by Delaware judge,proactiveinvestors.co.uk
https://www.fool.com/investing/2024/12/02/better-stock-trump-administration-palantir-tesla/?source=iedfolrf0000001,20241202T111500Z,Better Stock Under the Trump Administration : Palantir or Tesla ? ,fool.com
https://www.investors.com/news/tesla-elon-musk-target-delivery-growth-but-are-behind-the-pace/,20241204T141500Z,Tesla Is Targeting Vehicle Delivery Growth But Is Off The Pace,investors.com
https://www.benzinga.com/trading-ideas/long-ideas/24/12/42299723/tesla-vs-byd-the-ev-duel-heats-up,20241203T200000Z,"Tesla Vs . BYD : The EV Duel Heats Up - Tesla ( NASDAQ : TSLA ), BYD ( OTC : BYDDF ), BYD ( OTC : BYDDY ) ",benzinga.com
https://biztoc.com/x/3128a428e0a0f24a,20241204T031500Z,Stock Forecast : Here How Tesla ( TSLA ) Stock Gets to $700 Per Share,biztoc.com
http://stock.caijing.com.cn/20241204/5055367.shtml,20241204T043000Z,特斯拉大股东廖凯原 ： 不再全投特斯拉 ， 1929股灾即将重演 _ 美股 _ 资本市场 _ 财经网,stock.caijing.com.cn
https://www.investing.com/news/stock-market-news/tesla-shares-fall-as-court-rejects-musks-56-bln-pay-package-3750192,20241203T034500Z,Tesla shares fall as court rejects Musk $56 bln pay package By Investing . com,investing.com
http://baystreet.ca/articles/stockstowatch/106003/These-Stocks-Are-Rebounding-Tesla-Nvidia-and-Apple,20241203T041500Z,"Baystreet . ca - These Stocks Are Rebounding : Tesla , Nvidia , and Apple",baystreet.ca
https://www.ntdtv.com/b5/2024/12/03/a103934869.html,20241204T004500Z,12月3日財經快報 AT _ xFF1A _ 到2027年自由現金流或超180億美元 | AT & T | 特斯拉 | 蘋果公司,ntdtv.com
https://www.aboluowang.com/2024/1204/2140035.html,20241204T154500Z,崩盘倒数 ？ 特斯拉第3大股东砍持股 惊曝1929股灾将重演,aboluowang.com
https://www.wkrb13.com/2024/12/03/t-rex-2x-long-tesla-daily-target-etf-nasdaqtslt-shares-gap-down-should-you-sell.html,20241203T181500Z,T - Rex 2X Long Tesla Daily Target ETF ( NASDAQ : TSLT ) Shares Gap Down – Should You Sell ? ,wkrb13.com
https://wallstreetpit.com/120845-the-2t-question-whats-next-for-tesla-stock/,20241201T170000Z,The $2T Question : What Next for Tesla Stock ? ,wallstreetpit.com
https://www.fool.com/investing/2024/12/03/why-tesla-stock-jumped-38-in-november/?source=iedfolrf0000001,20241204T023000Z,Why Tesla Stock Jumped 38 % in November | The Motley Fool,fool.com
https://www.163.com/dy/article/JIHBLSCN05198NMR.html,20241204T000000Z,特斯拉大股东廖凯原 ： 不再全投特斯拉 ， 1929股灾即将重演,163.com
https://www.aktiencheck.de/exklusiv/Artikel-Tesla_Verkaeufe_von_China_produzierten_Fahrzeugen_fallen_November_um_4_3_Aktiennews-17902076,20241203T123000Z,"Tesla : Verkäufe von in China produzierten Fahrzeugen fallen im November um 4 , 3 % - Aktiennews ( aktiencheck . de ) ",aktiencheck.de
https://qz.com/nasdaq-hits-a-new-high-tesla-intel-super-micro-computer-1851711305,20241202T211500Z,"The Nasdaq hits a new record as Tesla , Intel push tech stocks higher",qz.com
https://www.storm.mg/article/5284874,20241202T071500Z,特斯拉11月飆漲近四成 ， 分析師喊目標價400美元 - 風傳媒,storm.mg
https://www.fool.com/investing/2024/12/04/is-sirius-xm-finally-a-tesla-stock-play/,20241204T200000Z,Is Sirius XM Finally a Tesla Stock Play ? ,fool.com
https://www.fool.com/investing/2024/12/04/is-sirius-xm-finally-a-tesla-stock-play/?source=iedfolrf0000001,20241204T174500Z,Is Sirius XM Finally a Tesla Stock Play ? ,fool.com
https://seekingalpha.com/news/4354706-tesla-holiday-update-delivers-apple-watch-options-santa-wraps-for-cybertruck,20241202T161500Z,"Tesla Holiday Update delivers Apple Watch options , Santa wraps for Cybertruck ( TSLA ) ",seekingalpha.com
http://www.econotimes.com/Elon-Musks-56-Billion-Payday-Rejected-Again-Tesla-Shares-Slip-in-After-Hours-Trade-1695770,20241203T023000Z,"Elon Musk $56 Billion Payday Rejected Again , Tesla Shares Slip in After - Hours Trade",econotimes.com
https://www.drive.com.au/news/elon-musks-56-billion-payday-denied-again-report/,20241203T020000Z,DENIED ! Elon Musk multi - billion - dollar payday rejected – again,drive.com.au
https://qz.com/elon-musk-tesla-x-56-billion-pay-package-denied-1851711740,20241203T021500Z,Elon Musk $56 billion pay package denied by Delaware court,qz.com
https://www.storm.mg/article/5285371,20241203T063000Z,馬斯克該領多少薪水 ？ 特斯拉董事會想給1 . 8兆 、 股東也投票通過 ， 但法院就是不准 - 風傳媒,storm.mg
https://www.finanznachrichten.de/nachrichten-2024-12/63985502-tesla-stock-china-sales-drop-triggers-share-price-decline-660.htm,20241204T014500Z,Tesla Stock : China Sales Drop Triggers Share Price Decline,finanznachrichten.de
https://finance.sina.com.cn/jjxw/2024-12-04/doc-incyfwyz4201814.shtml,20241204T001500Z,纳指 、 标普500指数续创收盘新高 ！ 特斯拉  最牛散户  称不再ALL - IN特斯拉 ， 并发出这一警告 …… ,finance.sina.com.cn
https://biz.heraldcorp.com:443/article/10009070,20241205T003000Z,미래에셋자산운용  TIGER 테슬라채권혼합Fn ETF  순자산 2000억 돌파  ,biz.heraldcorp.com
https://247wallst.com/investing/2024/12/04/rivian-stock-plunge-time-to-buy-the-dip/,20241204T231500Z,Rivian Stock Plunge : Time to Buy the Dip ? ,247wallst.com
https://www.indiatimes.com/news/world/tesla-ceo-elon-musks-rs-465-lakh-crore-pay-package-blocked-by-court-for-the-second-time-647350.html,20241203T044500Z,Tesla CEO Elon Musk Rs 4 . 65 lakh crore pay package blocked by court for the second time,indiatimes.com
https://biztoc.com/x/c606749e2b2398a4,20241202T163000Z,Tesla Big AI Driver Could Boost the Stock Sooner Than Expected,biztoc.com
https://247wallst.com/investing/2024/12/02/tech-stocks-set-to-surge-3-top-buys-in-december/,20241202T183000Z,Tech Stocks Set to Surge : 3 Top Buys in December,247wallst.com
https://www.163.com/dy/article/JIDSE30U0519DG1H.html,20241202T091500Z,人形机器人概念大爆发 ， 五洲新春等84只概念股  秀肌肉  |电机,163.com
http://finance.itbear.com.cn/html/2024-12/108659.html,20241203T034500Z,马斯克560亿薪酬计划遭否 ， 特斯拉未来何去何从 ？- 财经人物 - 小熊财经,finance.itbear.com.cn
https://www.donews.com/article/detail/7331/78722.html,20241202T124500Z,人形机器人概念大爆发 ， 五洲新春等84只概念股  秀肌肉 - DoNews专栏,donews.com
https://smartwear.zol.com.cn/924/9243851.html,20241204T224500Z,特斯拉11月国内销量创新高 ， 单月狂卖7 . 3万辆,smartwear.zol.com.cn
https://news.china.com/socialgd/10000169/20241203/47694757.html,20241203T043000Z,美法官再次驳回马斯克高额薪酬计划 特斯拉宣布将继续上诉 _ 新闻频道 _ 中华网,news.china.com
http://www.techtimes.com/articles/308572/20241203/elon-musks-56b-pay-package-deal-blocked-again-tesla-ceo-loses-appeal-court-ruling.htm,20241203T181500Z,Elon Musk $56B Pay Package Deal Blocked Again ! Tesla CEO Loses Appeal in Court Ruling,techtimes.com
https://www.nbd.com.cn/articles/2024-12-04/3671202.html,20241203T230000Z,纳指 、 标普500指数续创收盘新高 ！ 特斯拉  最牛散户  称不再ALL - IN特斯拉 ， 并发出这一警告 …… ,nbd.com.cn
https://www.financialexpress.com/world-news/delaware-judge-rules-against-elon-musks-56-billion-pay-package-tesla-to-appeal/3682652/,20241203T063000Z,"Delaware judge rules against Elon Musk $56 billion pay package , Tesla to appeal - World News",financialexpress.com
https://inews24.com/view/1789400,20241202T083000Z,  테슬라 사이버트럭  강남 한복판에 … 韓 시장 공략 강화  ,inews24.com
https://www.canberratimes.com.au/story/8836384/tesla-ceo-elon-musks-us56-billion-payday-blocked-by-us-judge/?cs=34616,20241203T034500Z,Tesla CEO Elon Musk US$56 billion payday blocked by US judge | The Canberra Times,canberratimes.com.au
https://www.themarketsdaily.com/2024/12/03/flow-traders-u-s-llc-has-1-14-million-holdings-in-t-rex-2x-inverse-tesla-daily-target-etf-nasdaqtslz.html,20241203T103000Z,Flow Traders U . S . LLC Has $1 . 14 Million Holdings in T - Rex 2X Inverse Tesla Daily Target ETF ( NASDAQ : TSLZ ) ,themarketsdaily.com
https://www.examiner.com.au/story/8836384/tesla-ceo-elon-musks-us56-billion-payday-blocked-by-us-judge/?cs=34616,20241203T010000Z,Tesla CEO Elon Musk US$56 billion payday blocked by US judge | The Examiner,examiner.com.au
https://auto.sina.com.cn/zz/hy/2024-12-04/detail-incyevpp4720452.shtml,20241204T020000Z,特斯拉国内销量创年内新高,auto.sina.com.cn
https://auto.sina.com.cn/zz/hy/2024-12-04/detail-incyevpp4720452.shtml?oaid=00101,20241204T020000Z,特斯拉国内销量创年内新高,auto.sina.com.cn
https://auto.sina.com.cn/zz/hy/2024-12-04/detail-incyevpp4720452.shtml?oaid=00102,20241204T021500Z,特斯拉国内销量创年内新高,auto.sina.com.cn
https://www.163.com/dy/article/JIGM25P40553DXPD.html,20241203T111500Z,闪电快讯｜特斯拉上海超级工厂11月交付7 . 9万辆电动车,163.com
http://www.itbear.com.cn/html/2024-12/621197.html,20241203T084500Z,特斯拉降价引发连锁反应 ， 电动车市场价格战一触即发 ？- 智能汽车 - ITBear科技资讯,itbear.com.cn
https://finance.sina.com.cn/stock/hkstock/ggscyd/2024-12-04/doc-incyhchz0887468.shtml,20241204T021500Z,特斯拉薪酬案裁决维持原判 分析师预期上诉至最高法院将获胜,finance.sina.com.cn
https://www.illawarramercury.com.au/story/8836384/tesla-ceo-elon-musks-us56-billion-payday-blocked-by-us-judge/?cs=34616,20241203T020000Z,Tesla CEO Elon Musk US$56 billion payday blocked by US judge | Illawarra Mercury,illawarramercury.com.au
https://www.163.com/dy/article/JIGN93VF0514R9KQ.html,20241203T113000Z,特斯拉国内销量超7 . 3万辆创年内新高 在京充电桩数量已达1138根,163.com
https://www.ifanr.com/1607748,20241203T134500Z,世界首富马斯克 「 讨薪 」 失败 ， 4000 亿奖金打水漂,ifanr.com
https://zdnet.co.kr/view/?no=20241202134708,20241202T061500Z,"테슬라 사이버트럭 , 강남에 떴다 … 강남스토어 오픈",zdnet.co.kr
https://finance.sina.com.cn/tech/roll/2024-12-04/doc-incycyiz1818996.shtml,20241204T011500Z,马斯克特斯拉天价薪酬方案再次被驳回 法官维持原裁定,finance.sina.com.cn
https://www.aljazeera.com/economy/2024/12/3/musks-fifty-five-point-eight-bn-tesla-pay-package-rejected-by-us-judge,20241203T033000Z,Musk $101bn Tesla pay package again rejected by US judge | Technology,aljazeera.com
https://www.hani.co.kr/arti/international/america/1170427.html,20241203T041500Z,머스크 100조원대 보상안 … 미 법원 또다시  인정 안 돼  ,hani.co.kr
https://www.tayyar.org/News/Business/640949/_guid=640949,20241203T110000Z,tayyar . org - قاضية أميركية ترفض حزمة أجور ماسك المثيرة للجدل,tayyar.org
https://www.bendigoadvertiser.com.au/story/8836384/tesla-ceo-elon-musks-us56-billion-payday-blocked-by-us-judge/?cs=34616,20241203T034500Z,Tesla CEO Elon Musk US$56 billion payday blocked by US judge | Bendigo Advertiser,bendigoadvertiser.com.au
https://www.finanznachrichten.de/nachrichten-2024-12/63973368-tesla-stock-legal-setback-offset-by-strong-market-performance-660.htm,20241203T004500Z,Tesla Stock : Legal Setback Offset by Strong Market Performance,finanznachrichten.de
https://isp.netscape.com/pf/story/0001/20241203/9d8c2212443a8fb77ef030ca96022b65,20241203T220000Z,A judge has once again rejected Musk multi - billion - dollar Tesla pay package . Now what ? ,isp.netscape.com
https://www.sandiegouniontribune.com/2024/12/03/elon-musk-tesla-pay-package/,20241203T230000Z,Judge again rejects Musk Tesla pay package . Now what ? ,sandiegouniontribune.com
https://www.theyeshivaworld.com/news/general/2337699/a-judge-has-once-again-rejected-musks-multi-billion-dollar-tesla-pay-package-now-what.html,20241204T140000Z,A Judge Has Once Again Rejected Musk Multi - Billion - Dollar Tesla Pay Package . Now What ? – The Yeshiva World,theyeshivaworld.com
https://www.zonebourse.com/cours/action/TESLA-INC-6344549/actualite/Quelle-est-la-prochaine-etape-pour-Musk-apres-que-le-juge-a-statue-contre-lui-dans-l-affaire-des-48506856/,20241203T033000Z,Quelle est la prochaine étape pour Musk après que le juge a statué contre lui dans laffaire des salaires de Tesla ? ,zonebourse.com
https://www.aboluowang.com/2024/1205/2140081.html,20241204T181500Z,特斯拉重要大股东警告 ： 1929股灾即将重演,aboluowang.com
https://wccftech.com/wedbush-on-elon-musks-56-billion-pay-package-termination-tesla-musk-we-expect-will-win-this-case-at-the-supreme-court/,20241203T153000Z,Wedbush On Elon Musk $56 Billion Pay Package Termination :  Tesla / Musk We Expect Will Win This Case At The Supreme Court  ,wccftech.com
http://www.itbear.com.cn/html/2024-12/622039.html,20241204T014500Z,特斯拉海外旧车免费换电池 ， 国内车主何时能享此福利 ？- 智能汽车 - ITBear科技资讯,itbear.com.cn
https://www.dailycamera.com/2024/12/03/elon-musk-tesla-pay-package/,20241204T020000Z,Judge again rejects Musk Tesla pay package . Now what ? ,dailycamera.com
https://auto.zol.com.cn/924/9242200.html,20241203T031500Z,特斯拉中国 ： Cybertruck 暂无入华销售计划,auto.zol.com.cn
https://finance.sina.com.cn/stock/usstock/c/2024-12-02/doc-incyafyf1899300.shtml,20241202T074500Z,摩根大通同意撤销对特斯拉认股权证的诉讼,finance.sina.com.cn
https://abcnews.go.com/Business/wireStory/judge-rejected-musks-multi-billion-dollar-tesla-pay-116428447,20241204T020000Z,A judge has once again rejected Musk multi - billion - dollar Tesla pay package . Now what ? ,abcnews.go.com
https://www.ess.fi/uutissuomalainen/8111946,20241203T053000Z,Oikeus torppasi jälleen Teslan Muskille kaavaileman massiivisen palkkapaketin,ess.fi
https://www.houstonpublicmedia.org/npr/2024/12/03/nx-s1-5214484/elon-musks-more-than-50-billion-pay-deal-at-tesla-was-rejected-again-here-is-why/,20241204T004500Z,Elon Musk more than $50 billion pay deal at Tesla was rejected again . Here is why,houstonpublicmedia.org
https://www.manufacturing.net/automotive/news/22927862/whats-next-for-musk-following-the-rejected-multibilliondollar-tesla-pay-package,20241204T194500Z,What Next for Musk Following the Rejected Multi - Billion - Dollar Tesla Pay Package,manufacturing.net
https://www.npr.org/2024/12/03/nx-s1-5214484/elon-musk-tesla-compensation,20241203T223000Z,Musk Tesla pay deal was rejected again . Here is why : NPR,npr.org
http://www.itbear.com.cn/html/2024-12/618242.html,20241201T100000Z,特斯拉Model 3 / Y五年免息延续至年底 ， Model Y新优惠来袭 ！- 智能汽车 - ITBear科技资讯,itbear.com.cn
https://gate.el-balad.com/50380,20241203T090000Z,محكمة أمريكية ترفض حصول إيلون ماسك على حزمة مكافآت وتعويضات من تسلا بقيمة 56 مليار دولار,gate.el-balad.com
https://www.zaobao.com.sg/realtime/world/story20241203-5474217,20241203T143000Z,周二美市盘前小幅走低 重点谈Destiny Tech100走高,zaobao.com.sg
https://knpr.org/npr/2024-12-03/elon-musks-more-than-50-billion-pay-deal-at-tesla-was-rejected-again-here-is-why,20241204T011500Z,Elon Musk more than $50 billion pay deal at Tesla was rejected again . Here is why,knpr.org
http://www.itbear.com.cn/html/2024-12/620128.html,20241202T144500Z,特斯拉FSD再升级 ， 中国智驾已迎头赶上 ， 谁能更胜一筹 ？- 智能汽车 - ITBear科技资讯,itbear.com.cn
